Country Name,Country Code,Year,women_parliament,arms_imports,tax_gdp,military_population,mil_spending,Region,IncomeGroup
Sweden,SWE,1992,NA,60000000,17.2833732779954,1.5103243615751,3.4343963323318896,Europe & Central Asia,High income
Eswatini,SWZ,1992,NA,NA,NA,1.35143657708144,5.836585365853661,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,1992,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Seychelles,SYC,1992,NA,NA,NA,NA,9.32504440497336,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1992,NA,243000000,NA,10.750585880581,26.317986688196598,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,1992,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Chad,TCD,1992,NA,NA,NA,1.58793835456156,NA,Sub-Saharan Africa,Low income
Togo,TGO,1992,NA,8000000,NA,0.461491158694695,13.516042502755198,Sub-Saharan Africa,Low income
Thailand,THA,1992,NA,497000000,15.5917839860999,0.916569296023284,NA,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1992,NA,NA,NA,0.232408785361965,NA,Europe & Central Asia,Low income
Turkmenistan,TKM,1992,NA,NA,NA,1.94597960613373,NA,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,1992,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Tonga,TON,1992,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1992,NA,NA,NA,0.413830205466697,1.62454366750913,Latin America & Caribbean,High income
Tunisia,TUN,1992,NA,32000000,20.4993506398751,1.30770627571978,6.329051383399211,Middle East & North Africa,Lower middle income
Turkey,TUR,1992,NA,1888000000,12.968826598181,3.48885758498205,NA,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1992,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Tanzania,TZA,1992,NA,18000000,NA,0.359822135225226,9.86493417678236,Sub-Saharan Africa,Low income
Uganda,UGA,1992,NA,NA,NA,1.04938055066094,NA,Sub-Saharan Africa,Low income
Ukraine,UKR,1992,NA,NA,NA,1.74535887764819,NA,Europe & Central Asia,Lower middle income
Uruguay,URY,1992,NA,19000000,17.2408574744059,1.74240797994976,NA,Latin America & Caribbean,High income
United States,USA,1992,NA,551000000,9.98416183728209,1.46697513486315,NA,North America,High income
Uzbekistan,UZB,1992,NA,NA,NA,0.504947156648873,NA,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1992,NA,NA,18.4816012128834,NA,NA,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1992,NA,65000000,NA,0.90833946462472,NA,Latin America & Caribbean,Upper middle income
British Virgin Islands,VGB,1992,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,1992,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Vietnam,VNM,1992,NA,NA,NA,2.4756465134982,NA,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1992,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Samoa,WSM,1992,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Kosovo,XKX,1992,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,1992,NA,NA,NA,2.26637321855097,29.545411764705896,Middle East & North Africa,Low income
South Africa,ZAF,1992,NA,363000000,20.621646343847,0.580678458517028,NA,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1992,NA,NA,18.7109262523615,0.45023319265422,NA,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1992,NA,60000000,NA,0.982989368969975,NA,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Afghanistan,AFG,1993,NA,NA,NA,0.863450817649549,NA,South Asia,Low income
Angola,AGO,1993,NA,122000000,NA,2.40080547023526,NA,Sub-Saharan Africa,Lower middle income
Albania,ALB,1993,NA,NA,NA,4.60069831522428,NA,Europe & Central Asia,Upper middle income
Andorra,AND,1993,NA,NA,NA,NA,NA,Europe & Central Asia,High income
United Arab Emirates,ARE,1993,NA,579000000,NA,4.78948472981646,NA,Middle East & North Africa,High income
Argentina,ARG,1993,NA,14000000,8.01513800555669,0.450560358451958,NA,Latin America & Caribbean,Upper middle income
Armenia,ARM,1993,NA,2000000,NA,1.51321141653162,NA,Europe & Central Asia,Upper middle income
American Samoa,ASM,1993,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Antigua and Barbuda,ATG,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Australia,AUS,1993,NA,449000000,20.0182683416405,0.78603020875922,6.3810935335245,East Asia & Pacific,High income
Austria,AUT,1993,NA,9000000,18.935455757724,1.20587469997168,2.05751372251182,Europe & Central Asia,High income
Azerbaijan,AZE,1993,NA,50000000,NA,1.45003750763686,NA,Europe & Central Asia,Upper middle income
Burundi,BDI,1993,NA,NA,14.9289163092236,0.501493292720092,13.827598661997301,Sub-Saharan Africa,Low income
Belgium,BEL,1993,NA,77000000,NA,1.70713303590198,3.00420796708435,Europe & Central Asia,High income
Benin,BEN,1993,NA,NA,NA,0.367357359729184,NA,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1993,NA,7000000,NA,0.217924640690695,9.41532579257607,Sub-Saharan Africa,Low income
Bangladesh,BGD,1993,NA,44000000,NA,0.288696275410635,11.1583204797183,South Asia,Lower middle income
Bulgaria,BGR,1993,NA,1000000,15.2137838742054,1.33324923607383,NA,Europe & Central Asia,Upper middle income
Bahrain,BHR,1993,NA,1000000,5.34956272694727,2.93470286133529,16.7731629392971,Middle East & North Africa,High income
"Bahamas, The",BHS,1993,NA,NA,15.3945666235446,NA,NA,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1993,NA,6000000,NA,NA,NA,Europe & Central Asia,Upper middle income
Belarus,BLR,1993,NA,NA,26.6395939086294,2.44551966974001,NA,Europe & Central Asia,Upper middle income
Belize,BLZ,1993,NA,NA,19.5219057681118,1.5140503875969,NA,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1993,NA,NA,NA,NA,NA,North America,High income
Bolivia,BOL,1993,NA,16000000,9.51634551726199,1.04277529430703,7.05054151624549,Latin America & Caribbean,Lower middle income
Brazil,BRA,1993,NA,58000000,10.5001503202562,0.450943817793347,NA,Latin America & Caribbean,Upper middle income
Barbados,BRB,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1993,NA,NA,NA,3.27246547548923,11.0300554420776,East Asia & Pacific,High income
Bhutan,BTN,1993,NA,NA,6.23357039072189,2.49701606580137,NA,South Asia,Lower middle income
Botswana,BWA,1993,NA,11000000,23.6847992198649,1.45292421754842,10.201700680272099,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1993,NA,NA,NA,0.319749316535836,7.176235421823909,Sub-Saharan Africa,Low income
Canada,CAN,1993,NA,201000000,13.696871373931,0.513467301456382,3.44489084786311,North America,High income
Switzerland,CHE,1993,NA,104000000,7.38824786403865,0.895267971609262,4.13746045530674,Europe & Central Asia,High income
Channel Islands,CHI,1993,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Chile,CHL,1993,NA,88000000,16.3145899577863,1.66925431325335,12.2562490898244,Latin America & Caribbean,High income
China,CHN,1993,NA,1237000000,NA,0.450694582377728,15.055798120651401,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1993,NA,NA,NA,0.304950071541287,NA,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1993,NA,NA,7.29762402787841,0.210811725277889,NA,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1993,NA,NA,NA,0.26434213008871,NA,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1993,NA,NA,NA,1.02891455687737,11.0975871697573,Sub-Saharan Africa,Lower middle income
Colombia,COL,1993,NA,68000000,NA,0.906547950190734,10.8020523899541,Latin America & Caribbean,Upper middle income
Comoros,COM,1993,NA,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,1993,NA,NA,NA,0.807806643401835,NA,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,1993,NA,3000000,12.0927729869643,0.628015455460359,0,Latin America & Caribbean,Upper middle income
Cuba,CUB,1993,NA,NA,NA,4.05647540964607,NA,Latin America & Caribbean,Upper middle income
Curacao,CUW,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Cayman Islands,CYM,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Cyprus,CYP,1993,NA,10000000,33.2443430599618,NA,NA,Europe & Central Asia,High income
Czech Republic,CZE,1993,NA,NA,18.8647223007589,2.1065550678104,NA,Europe & Central Asia,High income
Germany,DEU,1993,NA,535000000,11.4604572531684,1.00322036257039,3.7519708610724805,Europe & Central Asia,High income
Djibouti,DJI,1993,NA,5000000,NA,3.71033420835382,13.439302840729301,Middle East & North Africa,Lower middle income
Dominica,DMA,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Denmark,DNK,1993,NA,46000000,30.8480828734079,0.944579756466348,3.15876853437863,Europe & Central Asia,High income
Dominican Republic,DOM,1993,NA,NA,11.154462736089,0.833337436888894,NA,Latin America & Caribbean,Upper middle income
Algeria,DZA,1993,NA,20000000,NA,1.73732213302896,7.634115610370721,Middle East & North Africa,Upper middle income
Ecuador,ECU,1993,NA,18000000,NA,1.27573658680481,NA,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1993,NA,1255000000,18.764175257732,2.53800649765579,NA,Middle East & North Africa,Lower middle income
Eritrea,ERI,1993,NA,21000000,NA,5.78752420237394,41.0038022813688,Sub-Saharan Africa,Low income
Spain,ESP,1993,NA,303000000,NA,1.26597745778198,4.1059710987912394,Europe & Central Asia,High income
Estonia,EST,1993,NA,3000000,0.987510452320921,0.682975203902247,NA,Europe & Central Asia,High income
Ethiopia,ETH,1993,NA,NA,5.91191030957921,0.540668523112115,15.697451619084099,Sub-Saharan Africa,Low income
Finland,FIN,1993,NA,407000000,22.41930067482,1.23279505259462,2.84775867447109,Europe & Central Asia,High income
Fiji,FJI,1993,NA,NA,21.410668253024,1.76964214296585,7.02702702702703,East Asia & Pacific,Upper middle income
France,FRA,1993,NA,91000000,18.3840765665474,1.92870705882389,5.83203806502776,Europe & Central Asia,High income
Faroe Islands,FRO,1993,NA,NA,NA,NA,NA,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1993,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Gabon,GAB,1993,NA,NA,NA,2.58592664834353,NA,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1993,NA,784000000,22.9810917661155,0.950668112711211,7.87025012899495,Europe & Central Asia,High income
Georgia,GEO,1993,NA,4000000,NA,0.990219797107924,NA,Europe & Central Asia,Upper middle income
Ghana,GHA,1993,NA,NA,13.1492471785336,0.103042612830925,2.33333333333333,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,1993,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guinea,GIN,1993,NA,NA,NA,0.609196429296662,7.24617677910893,Sub-Saharan Africa,Low income
"Gambia, The",GMB,1993,NA,NA,10.8156928115974,0.298766096023423,NA,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1993,NA,5000000,NA,2.70434391387402,NA,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1993,NA,NA,NA,0.643479939512886,NA,Sub-Saharan Africa,Upper middle income
Greece,GRC,1993,NA,864000000,NA,4.92024922794822,8.11759431932291,Europe & Central Asia,High income
Grenada,GRD,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Greenland,GRL,1993,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guatemala,GTM,1993,NA,13000000,7.81982716975758,1.30801181015754,NA,Latin America & Caribbean,Upper middle income
Guam,GUM,1993,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Guyana,GUY,1993,NA,NA,NA,0.689225000947684,NA,Latin America & Caribbean,Upper middle income
"Hong Kong SAR, China",HKG,1993,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Honduras,HND,1993,NA,NA,NA,0.863068584506599,3.4520367936925105,Latin America & Caribbean,Lower middle income
Croatia,HRV,1993,NA,27000000,NA,3.79293064104795,30.661780872114303,Europe & Central Asia,High income
Haiti,HTI,1993,NA,NA,NA,0.28304226564012003,NA,Latin America & Caribbean,Low income
Hungary,HUN,1993,NA,925000000,25.0104901236313,1.48209188376843,NA,Europe & Central Asia,High income
Indonesia,IDN,1993,NA,215000000,14.3564203316314,0.333526824017894,7.1853536315863495,East Asia & Pacific,Lower middle income
Isle of Man,IMN,1993,NA,NA,NA,NA,NA,Europe & Central Asia,High income
India,IND,1993,NA,735000000,8.53523362003571,0.372698426909491,10.9685970547345,South Asia,Lower middle income
Ireland,IRL,1993,NA,NA,25.8096240531612,0.875998385467591,2.58499295916315,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1993,NA,987000000,3.86024599151577,3.50845344581293,5.1395029943471195,Middle East & North Africa,Upper middle income
Iraq,IRQ,1993,NA,NA,NA,9.21899484415822,NA,Middle East & North Africa,Upper middle income
Iceland,ISL,1993,NA,NA,22.4725712337397,NA,0,Europe & Central Asia,High income
Israel,ISR,1993,NA,716000000,27.0088897487994,8.05697393413135,NA,Middle East & North Africa,High income
Italy,ITA,1993,NA,208000000,26.2749378312799,1.9397353537157,3.0100559949974,Europe & Central Asia,High income
Jamaica,JAM,1993,NA,NA,21.3287455239386,0.262685521649665,3.7046204620462,Latin America & Caribbean,Upper middle income
Jordan,JOR,1993,NA,1000000,20.6227409332738,10.0119542734024,18.8718662952646,Middle East & North Africa,Upper middle income
Japan,JPN,1993,NA,2139000000,11.5907617945814,0.365675950786182,2.8362397984861802,East Asia & Pacific,High income
Kazakhstan,KAZ,1993,NA,NA,NA,0.185794108171559,NA,Europe & Central Asia,Upper middle income
Kenya,KEN,1993,NA,NA,NA,0.24349955119989,5.33088714796233,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1993,NA,NA,NA,0.671400788224525,NA,Europe & Central Asia,Lower middle income
Cambodia,KHM,1993,NA,2000000,NA,2.35124025618376,NA,East Asia & Pacific,Lower middle income
Kiribati,KIR,1993,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1993,NA,NA,15.1979055733049,NA,NA,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1993,NA,1010000000,12.7056890023243,3.68520289326753,NA,East Asia & Pacific,High income
Kuwait,KWT,1993,NA,694000000,1.09262406559551,NA,20.268138801261802,Middle East & North Africa,High income
Lao PDR,LAO,1993,NA,NA,NA,1.77963158740252,NA,East Asia & Pacific,Lower middle income
Lebanon,LBN,1993,NA,40000000,NA,3.95977722507374,26.448497854077303,Middle East & North Africa,Upper middle income
Liberia,LBR,1993,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Libya,LBY,1993,NA,NA,NA,6.36827669188254,NA,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,1993,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Sri Lanka,LKA,1993,NA,35000000,17.4699988990422,1.53682712818424,12.102302006932101,South Asia,Upper middle income
Lesotho,LSO,1993,NA,NA,29.67252715708,0.261541157424238,7.010658914728681,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,1993,NA,10000000,NA,0.562686987919673,2.19588194406586,Europe & Central Asia,High income
Luxembourg,LUX,1993,NA,NA,22.9455301483262,0.58827681954020306,NA,Europe & Central Asia,High income
Latvia,LVA,1993,NA,8000000,NA,0.407336953201057,NA,Europe & Central Asia,High income
"Macao SAR, China",MAC,1993,NA,NA,NA,NA,NA,East Asia & Pacific,High income
St. Martin (French part),MAF,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Morocco,MAR,1993,NA,98000000,20.2477033406709,2.37805255057112,15.8109209453953,Middle East & North Africa,Lower middle income
Monaco,MCO,1993,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Moldova,MDA,1993,NA,NA,NA,0.96893591457861,NA,Europe & Central Asia,Lower middle income
Madagascar,MDG,1993,NA,NA,8.1614509119947,0.350822327535744,5.4523204367881,Sub-Saharan Africa,Low income
Maldives,MDV,1993,NA,NA,13.7345373227277,NA,NA,South Asia,Upper middle income
Mexico,MEX,1993,NA,160000000,9.07061143521901,0.527399599616306,2.40653957464886,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1993,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
North Macedonia,MKD,1993,NA,NA,NA,1.22741103417972,NA,Europe & Central Asia,Upper middle income
Mali,MLI,1993,NA,NA,NA,0.355837589793392,NA,Sub-Saharan Africa,Low income
Malta,MLT,1993,NA,NA,45.2629229121742,1.40531349030685,NA,Middle East & North Africa,High income
Myanmar,MMR,1993,NA,323000000,4.72801035299943,1.59713420555048,NA,East Asia & Pacific,Lower middle income
Montenegro,MNE,1993,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
Mongolia,MNG,1993,NA,NA,17.5173290209183,2.22756011627864,4.998071638625079,East Asia & Pacific,Lower middle income
Northern Mariana Islands,MNP,1993,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Mozambique,MOZ,1993,NA,NA,NA,0.7526421880332,9.96965756393585,Sub-Saharan Africa,Low income
Mauritania,MRT,1993,NA,NA,NA,2.58541149247726,NA,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1993,NA,8000000,18.1006276023863,0.211694423333806,1.7050649932765598,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1993,NA,NA,NA,0.241805688817357,NA,Sub-Saharan Africa,Low income
Malaysia,MYS,1993,NA,13000000,NA,1.49205164626491,10.725504213513599,East Asia & Pacific,Upper middle income
Namibia,NAM,1993,NA,NA,26.3962763498159,1.62100498256407,6.85146443514644,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,1993,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Niger,NER,1993,NA,NA,NA,0.13806296554832,NA,Sub-Saharan Africa,Low income
Nigeria,NGA,1993,NA,41000000,NA,0.240233709467674,NA,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1993,NA,NA,18.9808828317596,1.01685263771574,NA,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1993,NA,144000000,24.3160655524109,1.1970798489842,3.89346167698,Europe & Central Asia,High income
Norway,NOR,1993,NA,181000000,20.7364975450082,1.4919590401295,5.29064742794875,Europe & Central Asia,High income
Nepal,NPL,1993,NA,NA,6.6546373561321,0.342658037558258,NA,South Asia,Low income
Nauru,NRU,1993,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
New Zealand,NZL,1993,NA,36000000,NA,0.636567074783321,4.135086362464549,East Asia & Pacific,High income
Oman,OMN,1993,NA,55000000,NA,4.9124461736255,25.0974614687217,Middle East & North Africa,High income
Pakistan,PAK,1993,NA,1000000000,NA,1.74703378513334,25.1016888308281,South Asia,Lower middle income
Panama,PAN,1993,NA,NA,NA,1.04861673153791,4.21798848028356,Latin America & Caribbean,High income
Peru,PER,1993,NA,42000000,12.1654220628628,1.26373008891695,NA,Latin America & Caribbean,Upper middle income
Philippines,PHL,1993,NA,61000000,15.6104925406438,0.428639616035047,10.749149346678,East Asia & Pacific,Lower middle income
Palau,PLW,1993,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Papua New Guinea,PNG,1993,NA,NA,19.864395636005,NA,3.96337861783816,East Asia & Pacific,Lower middle income
Poland,POL,1993,NA,8000000,NA,1.46197556195389,NA,Europe & Central Asia,High income
Puerto Rico,PRI,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
"Korea, Dem. People’s Rep.",PRK,1993,NA,93000000,NA,8.50682618667132,NA,East Asia & Pacific,Low income
Portugal,PRT,1993,NA,361000000,18.5866180720035,1.42604858086146,4.96793151188088,Europe & Central Asia,High income
Paraguay,PRY,1993,NA,NA,NA,0.860415354757317,17.0762529773917,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,1993,NA,NA,NA,NA,NA,Middle East & North Africa,Lower middle income
French Polynesia,PYF,1993,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Qatar,QAT,1993,NA,11000000,NA,2.74515052003445,NA,Middle East & North Africa,High income
Romania,ROU,1993,NA,14000000,19.6623543856497,1.63882561428715,8.11078286558346,Europe & Central Asia,Upper middle income
Russian Federation,RUS,1993,NA,NA,NA,2.02480116857485,NA,Europe & Central Asia,Upper middle income
Rwanda,RWA,1993,NA,NA,NA,0.99768669711163,19.7695089805676,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1993,NA,2377000000,NA,3.17375906481868,32.8341050614721,Middle East & North Africa,High income
Sudan,SDN,1993,NA,NA,NA,1.2981963303472699,20.7575757575758,Sub-Saharan Africa,Lower middle income
Senegal,SEN,1993,NA,NA,NA,0.781169984324522,NA,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1993,NA,170000000,16.2903339457186,3.32548676812568,23.4309256661992,East Asia & Pacific,High income
Solomon Islands,SLB,1993,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1993,NA,NA,NA,0.320833242430581,NA,Sub-Saharan Africa,Low income
El Salvador,SLV,1993,NA,2000000,NA,2.34203790755642,10.3070827953264,Latin America & Caribbean,Lower middle income
San Marino,SMR,1993,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Somalia,SOM,1993,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Serbia,SRB,1993,NA,2000000,NA,2.93172510620907,NA,Europe & Central Asia,Upper middle income
South Sudan,SSD,1993,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,1993,NA,NA,NA,2.73261374504714,NA,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1993,NA,NA,NA,1.432644231458,NA,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1993,NA,146000000,NA,1.30946768947997,NA,Europe & Central Asia,High income
Slovenia,SVN,1993,NA,22000000,18.8435905787754,1.28025536827079,NA,Europe & Central Asia,High income
Sweden,SWE,1993,NA,39000000,15.5742641110023,1.54409391796847,3.4876692240284703,Europe & Central Asia,High income
Eswatini,SWZ,1993,NA,NA,NA,1.30624472059425,6.81239015817223,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Seychelles,SYC,1993,NA,NA,35.3599934842808,NA,4.527665317139,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1993,NA,173000000,NA,10.3742458330113,24.6139178604598,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Chad,TCD,1993,NA,NA,NA,1.21672164896607,NA,Sub-Saharan Africa,Low income
Togo,TGO,1993,NA,NA,NA,0.450348259938764,15.493726132024,Sub-Saharan Africa,Low income
Thailand,THA,1993,NA,185000000,15.3992153675923,0.942389494050248,NA,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1993,NA,NA,NA,0.228525636386766,NA,Europe & Central Asia,Low income
Turkmenistan,TKM,1993,NA,NA,NA,1.88032408728733,NA,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,1993,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Tonga,TON,1993,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1993,NA,NA,NA,0.406645399112293,1.92286193404136,Latin America & Caribbean,High income
Tunisia,TUN,1993,NA,NA,21.0079792675442,1.26494304322889,6.19164619164619,Middle East & North Africa,Lower middle income
Turkey,TUR,1993,NA,2348000000,13.3427715713127,3.56645673615036,NA,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1993,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Tanzania,TZA,1993,NA,NA,NA,0.347479973256128,6.921401380208859,Sub-Saharan Africa,Low income
Uganda,UGA,1993,NA,NA,NA,1.01926602071411,NA,Sub-Saharan Africa,Low income
Ukraine,UKR,1993,NA,NA,NA,1.53973184840513,NA,Europe & Central Asia,Lower middle income
Uruguay,URY,1993,NA,18000000,19.389494107735,1.74431910155007,NA,Latin America & Caribbean,High income
United States,USA,1993,NA,988000000,10.3049343163775,1.37585127017531,NA,North America,High income
Uzbekistan,UZB,1993,NA,NA,NA,0.504164521917999,NA,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1993,NA,NA,18.7055863599796,NA,NA,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1993,NA,39000000,NA,0.882803378618008,NA,Latin America & Caribbean,Upper middle income
British Virgin Islands,VGB,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,1993,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Vietnam,VNM,1993,NA,NA,NA,2.41675757707786,NA,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1993,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Samoa,WSM,1993,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Kosovo,XKX,1993,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,1993,NA,NA,NA,2.12815199261531,27.419115023195,Middle East & North Africa,Low income
South Africa,ZAF,1993,NA,244000000,21.7752299012951,0.559870540015291,NA,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1993,NA,NA,15.0401711168061,0.439155306725279,NA,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1993,NA,0,NA,0.957894547783971,NA,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Afghanistan,AFG,1994,NA,NA,NA,0.79920165083093,NA,South Asia,Low income
Angola,AGO,1994,NA,111000000,NA,2.18009273751157,NA,Sub-Saharan Africa,Lower middle income
Albania,ALB,1994,NA,NA,NA,4.67784407522261,NA,Europe & Central Asia,Upper middle income
Andorra,AND,1994,NA,NA,NA,NA,NA,Europe & Central Asia,High income
United Arab Emirates,ARE,1994,NA,566000000,NA,4.86514230946684,NA,Middle East & North Africa,High income
Argentina,ARG,1994,NA,209000000,8.12643722809198,0.467247000985282,NA,Latin America & Caribbean,Upper middle income
Armenia,ARM,1994,NA,181000000,NA,3.32635292013131,NA,Europe & Central Asia,Upper middle income
American Samoa,ASM,1994,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Antigua and Barbuda,ATG,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Australia,AUS,1994,NA,262000000,20.0445725990162,0.736965378386937,6.260891976141971,East Asia & Pacific,High income
Austria,AUT,1994,NA,40000000,18.3455730614349,1.17567573922572,2.02627916406396,Europe & Central Asia,High income
Azerbaijan,AZE,1994,NA,25000000,25.5591673338671,1.56825795710564,8.02325581395349,Europe & Central Asia,Upper middle income
Burundi,BDI,1994,NA,NA,15.6160547727238,0.654099994959582,20.1051872104504,Sub-Saharan Africa,Low income
Belgium,BEL,1994,NA,50000000,NA,1.27308915323237,3.02972204469884,Europe & Central Asia,High income
Benin,BEN,1994,NA,NA,NA,0.353889913695097,NA,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1994,NA,NA,NA,0.213180677019194,7.9615947832598,Sub-Saharan Africa,Low income
Bangladesh,BGD,1994,NA,61000000,NA,0.295464146850806,11.826078338874101,South Asia,Lower middle income
